"31/08/21 16:16",InterfaceID=AUC369&UserIP=188.71.207.17&FwCode=11111122222223333333
"31/08/21 17:03",InterfaceID=AUC369&UserIP=2a00:1851:2:e177:c58a:2aef:8733:9c44&FwCode=11111111111111111111
"31/08/21 17:37",InterfaceID=AUC369&UserIP=188.71.207.17&FwCode=11222223334444455555
"31/08/21 17:39",InterfaceID=AUC369&UserIP=188.71.207.17&FwCode=22121212121212121212
"31/08/21 17:41",InterfaceID=AUC369&UserIP=188.71.207.17&FwCode=77777777666555558888
"01/09/21 14:47",InterfaceID=AUC369&UserIP=127.0.0.1&FwCode=11111111111111111111
"01/09/21 15:04",InterfaceID=AUC369&UserIP=94.58.140.9&FwCode=53658070588150921042
"01/09/21 15:06",InterfaceID=AUC369&UserIP=94.58.140.9&FwCode=53658070588150921042
"01/09/21 15:06",InterfaceID=AUC369&UserIP=94.58.140.9&FwCode=53658070588150921042
"01/09/21 21:47",InterfaceID=AUC369&UserIP=37.34.210.204&FwCode=11111111111111111111
"02/09/21 04:53",InterfaceID=AUC369&UserIP=127.0.0.1&FwCode=11111111111111111111
"03/09/21 04:48",InterfaceID=AUC369&UserIP=127.0.0.1&FwCode=11111111111111111111
"03/09/21 04:48",InterfaceID=AUC369&UserIP=127.0.0.1&FwCode=11111111111111111111
"03/09/21 04:48",InterfaceID=AUC369&UserIP=127.0.0.1&FwCode=11111111111111111111
"03/09/21 07:45",InterfaceID=AUC369&UserIP=120.229.33.100&FwCode=93265896185734500294
"05/09/21 04:24",InterfaceID=AUC369&UserIP=213.132.246.132&FwCode=93265896185734500294
"05/09/21 04:28",InterfaceID=AUC369&UserIP=213.132.246.132&FwCode=63502423252864243057
"05/09/21 04:30",InterfaceID=AUC369&UserIP=213.132.246.132&FwCode=63502423252864243057
"05/09/21 04:32",InterfaceID=AUC369&UserIP=213.132.246.132&FwCode=63502423252864243057
"05/09/21 04:33",InterfaceID=AUC369&UserIP=213.132.246.132&FwCode=63502423252864243057
"05/09/21 19:58",InterfaceID=AUC369&UserIP=188.70.63.239&FwCode=33333322222333322222
"06/09/21 02:38",InterfaceID=AUC369&UserIP=221.219.110.121&FwCode=11111111111111111111
"06/09/21 02:38",InterfaceID=AUC369&UserIP=221.219.110.121&FwCode=11111111111111111111
"06/09/21 03:11",InterfaceID=AUC369&UserIP=221.219.110.121&FwCode=11111111111111222222
"17/09/21 06:00",InterfaceID=AUC369&UserIP=188.71.199.92&FwCode=03325253523071566467
"22/09/21 11:58",InterfaceID=AUC369&UserIP=37.39.148.206&FwCode=38409495513515122488
"22/09/21 11:58",InterfaceID=AUC369&UserIP=37.39.148.206&FwCode=38409495513515122488
"25/09/21 14:06",InterfaceID=AUC369&UserIP=127.0.0.1&FwCode=78878261875043424051
"25/09/21 14:07",InterfaceID=AUC369&UserIP=127.0.0.1&FwCode=78878261875043424051
"25/09/21 14:07",InterfaceID=AUC369&UserIP=127.0.0.1&FwCode=78978261875043424051
"28/09/21 22:10",InterfaceID=AUC369&UserIP=37.34.189.74&FwCode=28291163129284362848
"29/09/21 18:22",InterfaceID=AUC369&UserIP=37.34.210.204&FwCode=47764883395160077116
"06/10/21 20:09",InterfaceID=AUC369&UserIP=188.236.250.123&FwCode=99904192873044402269
"06/10/21 20:10",InterfaceID=AUC369&UserIP=188.236.250.123&FwCode=99904192878044402269
"10/10/21 18:46",InterfaceID=AUC369&UserIP=37.34.210.204&FwCode=00000000000000000000
"08/12/21 21:11",InterfaceID=AUC369&UserIP=37.34.210.204&FwCode=10374564393168644868
"08/12/21 21:11",InterfaceID=AUC369&UserIP=37.34.210.204&FwCode=10374564393168644868
"08/12/21 21:11",InterfaceID=AUC369&UserIP=37.34.210.204&FwCode=10374564393168644868
"08/12/21 21:13",InterfaceID=AUC369&UserIP=37.34.210.204&FwCode=14444444444444444444
